description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender
Works great. I feel very normal now. I can live without being debilitated by my condition. The only downer is that my sleep is interrupted.,works great feel normal live without debilitated condition downer sleep interrupted,Positif,0.4404,     Schizophrenia,21.5,female
"Been taking Abilify with Effexor XR snf it seems to be doing great.  Only problem is problems sleeping.  Doc upp'ed my Adderal so that might be whats causing sleeplessness.  Overall, great.",taking abilify effexor xr snf seems great problem problems sleeping doc upped adderal might whats causing sleeplessness overall great,Positif,0.296,     Additional Medications to Treat Depression,29.5,female
"Iv been taking 10mg tabs for about a month now, the first week was awful but i have noticed positive change. i dont get as angry, or go through the mood swings as much. Although it does make me drowsy and lowers my sex drive. recently i have been really depressed i dont know if its a side effect or if its just me but. overall it works.",iv taking mg tabs month first week awful noticed positive change dont get angry go mood swings much although make drowsy lowers sex drive recently really depressed dont know side effect overall works,Négatif,-0.2001,     Mania associated with Bipolar Disorder,21.5,male
,nan,Neutre,0.0,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female
"I love Abilify and Abilify loves me, lol. Seriously, though, it took the racing thoughts out of my head.",love abilify abilify loves lol seriously though took racing thoughts head,Positif,0.875,     Mania associated with Bipolar Disorder,49.5,female
better sleep better focus lacking with errections no intrest with sex as it was before abilify,better sleep better focus lacking errections intrest sex abilify,Positif,0.7003,     Additional Medications to Treat Depression,39.5,male
It is an amazing drug if your resistant to other meds. Side effects can be annoying but living with depression is much worse. Price of med is crazy! Can't believe they charge that much for a little pill. It's a crime cause I need that little pill to function. I have sleeplessness or short amount of sleeping. Heat reactions and anxiety. Still better than depression and wanting to kill yourself.,amazing drug resistant meds side effects annoying living depression much worse price med crazy cant believe charge much little pill crime cause need little pill function sleeplessness short amount sleeping heat reactions anxiety still better depression wanting kill,Négatif,-0.9631,     Additional Medications to Treat Depression,39.5,female
,nan,Neutre,0.0,     Mania associated with Bipolar Disorder,15.5,female
I took 5mg twice a day.  BEWARE! This drug has caused me to have uncontrollable movements of the mouth and jaw to the point of biting a whole in my lip.  Please be careful with this one it is said that the uncontrollable movement may never go away.,took mg twice day beware drug caused uncontrollable movements mouth jaw point biting whole lip please careful one said uncontrollable movement may never go away,Négatif,-0.2732,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,59.5,male
,nan,Neutre,0.0,     Additional Medications to Treat Depression,15.5,male
ok,ok,Positif,0.296,     Mania associated with Bipolar Disorder,,nan
,nan,Neutre,0.0,     Additional Medications to Treat Depression,39.5,male
"This drug does work, but not for me. I have to stop because if the swelling, knee pain and feet pain. I have to talk to my doctor to stop this drug. Its also has an effect on my legs, they feel so heavy at time. I take it alone. Anti depressants were causing me to be more depressed.",drug work stop swelling knee pain feet pain talk doctor stop drug also effect legs feel heavy time take alone anti depressants causing depressed,Négatif,-0.9595,     Additional Medications to Treat Depression,29.5,female
"This medicine helps my mood swings but I still sleep 10+ hours a night and my anxiety is up despite being on buspar, also am fidgety.  On 10 mg - supposed minimum - am planning to ask MD to cut back to 5 mg.  Also don't like that it's so small.",medicine helps mood swings still sleep hours night anxiety despite buspar also fidgety mg supposed minimum planning ask md cut back mg also dont like small,Négatif,-0.0706,     Bipolar Disorder in Remission,39.5,female
,nan,Neutre,0.0,     Additional Medications to Treat Depression,49.5,female
"Could tell a difference in daughter after taking for couple months, which was good, but now she is having knee and ankle pain.  The knee pain is the worst and have some swelling in ankles. Am wondering if this drug could be causing this pain, because didn't have pain before taking. She does have fibromyalgia also, but hadn't bothered her like it is now and is getting worse. Has anyone had any of these same side effects?",could tell difference daughter taking couple months good knee ankle pain knee pain worst swelling ankles wondering drug could causing pain didnt pain taking fibromyalgia also hadnt bothered like getting worse anyone side effects,Négatif,-0.9562,     Additional Medications to Treat Depression,69.5,female
ETREME TIREDNESS AND FIGITY,etreme tiredness figity,Neutre,0.0,     Additional Medications to Treat Depression,59.5,male
"I love this medication, have only been using this for a month but have never felt better. I was worried about the weight gain but actually lost 10 pounds in the first 3 weeks of starting the medication not sure why but I'm no complaining.",love medication using month never felt better worried weight gain actually lost pounds first weeks starting medication sure im complaining,Positif,0.7416,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female
Started at 2.5 mg went up to 5mg and noticed a significant difference. Feeling so normal and happy. Seem to curse alot more and express my feelings instead of bottling them up. I stopped meds because I had money issues. Had a SEVERE meltdown. Just went back on meds and will go w/o food so I am able to take my meds. This has been a lifesaver. I am so focused at work and feel like me again!,started mg went mg noticed significant difference feeling normal happy seem curse alot express feelings instead bottling stopped meds money issues severe meltdown went back meds go wo food able take meds lifesaver focused work feel like,Positif,0.7845,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female
