description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"I have not had an active sex life ever since I started taking medication for bipolar.  I took abilify for about a month and experienced a sex drive that was uncontrollable. I can laugh now, but at the time it was starting to affect my job, I was thinking of having sex for money.  Not a good drug for me at all.",active sex life started medication bipolar took month experienced sex drive uncontrollable laugh time starting affect job thinking having sex money good,Positif,0.7717,     Additional Medications to Treat Depression,49.5,female,0
"Has anyone experienced any weight gain while taking abilify? I am on 15mg per day, and seems like I am blowing up.",experienced weight gain day like blowing,Positif,0.7096,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
"After 2 weeks at 5mg I noticed a significant improvement from the long-term flatness of emotion I had been going through. It seemed to lighten things up. I am using it in addition to 375mg of Lamictal. It does cause a problem with falling asleep and staying asleep, but it sure beats the way I had felt before taking it.",weeks noticed significant improvement longterm flatness emotion going lighten things using addition lamictal does cause problem falling asleep staying asleep sure beats way felt,Positif,0.4215,     Bipolar Disorder in Remission,49.5,female,0
"Shortly after my Dr. doubled my dosage from 5 mg to 10 mg, I developed leukopenia, which resulted in APL - a rate form of leukemia.  This put me in the hospital for 4 weeks with a 50-50 chance of survival.  I also had a brain bleed.  I am currently on remission and feel that the Abilify somehow caused the APL",shortly dr doubled dosage developed leukopenia resulted apl rate form leukemia hospital weeks chance survival brain bleed currently remission feel caused apl,Positif,0.25,     Bipolar Disorder in Remission,29.5,male,0
"I've only been taking it for a little over a week, so I'm not sure yet how effective it is, however, I have had a headache every day since I started taking it.  Am hoping that it will go away eventually.",ive little week im sure effective headache day started hoping away eventually,Positif,0.7867,     Additional Medications to Treat Depression,59.5,female,0
"calm of emotional state, improvement sleeping,    optimism, self control",calm emotional state improvement sleeping optimism self control,Positif,0.8555,     Mania associated with Bipolar Disorder,29.5,male,4
"At first I liked it, I took it along with Zoloft. Felt more at ease in people situations, but had a hard time on the computer at work, AND, I swear. i was losing my hair and my hair was definitely becoming more brittle. Not worth it.  I took it 6 weeks, 5 mg.",liked took zoloft felt ease people situations hard time computer work swear losing hair hair definitely brittle worth took weeks,Positif,0.6908,     Additional Medications to Treat Depression,49.5,female,0
Worked miracles for me. But I gained 45 pounds in 2 years. Just stopped taking it because of that.,worked miracles gained pounds years just stopped,Positif,0.1779,     Additional Medications to Treat Depression,29.5,female,0
I have felt much better by taking the new medicine.,felt better new medicine,Positif,0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,0
"At first I liked it, I took it along with Zoloft. Felt more at ease in people situations, but had a hard time on the computer at work, AND, I swear. i was losing my hair and my hair was definitely becoming more brittle. Not worth it.  I took it 6 weeks, 5 mg.",liked took zoloft felt ease people situations hard time computer work swear losing hair hair definitely brittle worth took weeks,Positif,0.6908,     Other,,nan,0
Worked miracles for me. But I gained 45 pounds in 2 years. Just stopped taking it because of that.,worked miracles gained pounds years just stopped,Positif,0.1779,     Bipolar I Disorder with Most Recent Episode Mixed,15.5,male,0
at first was on 5mg jumping like a rabbit.now i'm on 2mg a day now i'm a deer,jumping like rabbitnow im day im deer,Positif,0.3612,     Additional Medications to Treat Depression,59.5,male,4
"I take 20 mg of Abilify per day along with 450 mg of Effexor.  So far the Abilify has increased my mood and am satisfied with it.  Only down side I think it is effecting my sleep,  I am not sleeping through the night.",day effexor far increased mood satisfied think effecting sleep sleeping night,Positif,0.5994,     Additional Medications to Treat Depression,29.5,male,0
AMAZING! This drug has done what 6 different Bi-Polar medication's have been unable to do. This drug is effectively treating my depression. Managing by mania and for the first time in five years I feel like I actually have some quality of life.     The only side effect I experience is not being able to sleep well so I decreased dose to 7.5MG instead of 15MG. It's starting to help me sleep better.    If you have Bi-Polar disorder TRY THIS DRUG!,amazing different bipolar medications unable effectively treating depression managing mania time years feel like actually quality life effect experience able sleep decreased dose instead starting help sleep better bipolar disorder try,Positif,0.8126,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,4
"I have been on the drug for 2 years only now  I am having side effect from the drug. I was tod by my doctor induces parkson sytoms after long term use and i was given a nother drug , but over all two years with living a live systom free it worth it to me and my family.",years having effect tod doctor induces parkson sytoms long term use given nother years living live systom free worth family,Positif,0.6369,     Bipolar Disorder in Remission,59.5,male,4
"I Have just began taking this medication, so I'm not completely sure how it will work with me just yet. Although it is a lot better than none at all.",just began medication im completely sure work just lot better,Positif,0.6697,     Bipolar Disorder in Remission,29.5,female,4
I have had some good luck with this,good luck,Positif,0.7096,     Additional Medications to Treat Depression,39.5,female,4
"I am taking a low dose for anxiety and have noticed great improvement within a week.  I concentrate better and have more energy.  No side effects that I've noticed.   For those having side effects, may be a lower dosage is needed.",low dose anxiety noticed great improvement week concentrate better energy ive noticed having lower dosage needed,Positif,0.7964,     Additional Medications to Treat Depression,49.5,female,4
