description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"Abilify worked for the symptoms I was experiencing but the side-effects were horrific. I had ataxia, poor balance, muscle twitches and tremors just to name a few. The side-effects in my case far out-weighed the benefits.",worked symptoms experiencing sideeffects horrific ataxia poor balance muscle twitches tremors just sideeffects case far outweighed benefits,Négatif,-0.7096,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,2
Zoloft is okay.  If I'm off of it I am very grouchy so I think I need it to keep my short fuse from blowing.  I tried to stay off of it and it was difficult and I had to continue the drug.  It didn't save me but it kept me from crying a lot as well.  Adding Abilify really helped tremendously.,zoloft okay im grouchy think need short fuse blowing tried stay difficult continue didnt save kept crying lot adding really helped tremendously,Négatif,-0.5535,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,2
"Doctor put me on 15 mg of Abilify, and I gained 38 pounds. Worse than that, however, was worrying about everything and fears I never had before.  He lowered the Abilify to 10 mg and I am already noticing less worry and fear.",doctor gained pounds worse worrying fears lowered noticing worry fear,Négatif,-0.9062,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,0
Zoloft is okay.  If I'm off of it I am very grouchy so I think I need it to keep my short fuse from blowing.  I tried to stay off of it and it was difficult and I had to continue the drug.  It didn't save me but it kept me from crying a lot as well.  Adding Abilify really helped tremendously.,zoloft okay im grouchy think need short fuse blowing tried stay difficult continue didnt save kept crying lot adding really helped tremendously,Négatif,-0.5535,     Other,29.5,female,2
I have been told that I need to take this drug to prevent paranoia.  However I can not find any indication that this drug has given this effect.  I have trouble standing up from a sitting position.  I also have tremors in my hands.,told need prevent paranoia indication given effect trouble standing sitting position tremors hands,Négatif,-0.5574,     Other,49.5,female,5
"within 4 hrs of taking the 1st pill I started vomiting, had difficulty swollowing, dizziness, blurry vision, thought I was going to die.",hrs st pill started vomiting difficulty swollowing dizziness blurry vision thought going die,Négatif,-0.6908,     Additional Medications to Treat Depression,15.5,female,4
"Doctor put me on 15 mg of Abilify, and I gained 38 pounds. Worse than that, however, was worrying about everything and fears I never had before.  He lowered the Abilify to 10 mg and I am already noticing less worry and fear.",doctor gained pounds worse worrying fears lowered noticing worry fear,Négatif,-0.9062,     Additional Medications to Treat Depression,59.5,male,0
I take this medication with paxil and Im ok with the side effects because my depression is up under control.,medication paxil im ok depression control,Négatif,-0.3612,     Additional Medications to Treat Depression,49.5,female,4
"I have taken this med for 2 days now and feel tired, hungry, and have a headache all day. I will not be taking it anymore.",taken med days feel tired hungry headache day anymore,Négatif,-0.4404,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,3
I have been told that I need to take this drug to prevent paranoia.  However I can not find any indication that this drug has given this effect.  I have trouble standing up from a sitting position.  I also have tremors in my hands.,told need prevent paranoia indication given effect trouble standing sitting position tremors hands,Négatif,-0.5574,     Bipolar I Disorder with Most Recent Episode Mixed,49.5,female,5
I have been told that I need to take this drug to prevent paranoia.  However I can not find any indication that this drug has given this effect.  I have trouble standing up from a sitting position.  I also have tremors in my hands.,told need prevent paranoia indication given effect trouble standing sitting position tremors hands,Négatif,-0.5574,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,5
"I have only taken abilify a little more than a month, but i cant get over the wonderful results i am having with it.  i feel so much better and more normal than 8 months of hell trying medicine after medicine.  i had a couple of muscle jerks the first few days but since then have not.  I take lamictal and klonopin as well, with ambien as needed for sleep.",taken little month wonderful results having feel better normal months hell trying medicine medicine couple muscle jerks days lamictal klonopin ambien needed sleep,Négatif,-0.0972,     Mania associated with Bipolar Disorder,49.5,female,0
"I have been taking this drug for 2 weeks now. The real effect kicked in this week. I feel like I'm on speed; I can't sleep beyond 3AM, I can't sit still & my temper is horrible. Right now I'd like to leave everyone and go away. I am ashamed of my behavior & the remorse is horrible. Thank you Soooooo much for putting me on this poison you noncaring doctors.",weeks real effect kicked week feel like im speed sleep sit temper horrible right id like leave away ashamed behavior remorse horrible thank soooooo putting poison noncaring doctors,Négatif,-0.9042,     Additional Medications to Treat Depression,59.5,female,1
I have been told that I need to take this drug to prevent paranoia.  However I can not find any indication that this drug has given this effect.  I have trouble standing up from a sitting position.  I also have tremors in my hands.,told need prevent paranoia indication given effect trouble standing sitting position tremors hands,Négatif,-0.5574,     Bipolar I Disorder with Most Recent Episode Mixed,69.5,male,5
"I have been taking 7.5mg of Abilify a day. The muscle stiffness in my neck feels like I've been in a terrible car accident. My only guess is the muscles are squeezing the nerves/bones in my neck which is causing the pain.  But good news, they just added another pill to help the muscles, isn't that just freakin' peachy?? I want off!",day muscle stiffness neck feels like ive terrible car accident guess muscles squeezing nervesbones neck causing pain good news just added pill help muscles isnt just freakin peachy want,Négatif,-0.2732,     Additional Medications to Treat Depression,39.5,female,4
"Doctor put me on 15 mg of Abilify, and I gained 38 pounds. Worse than that, however, was worrying about everything and fears I never had before.  He lowered the Abilify to 10 mg and I am already noticing less worry and fear.",doctor gained pounds worse worrying fears lowered noticing worry fear,Négatif,-0.9062,     Additional Medications to Treat Depression,49.5,male,0
I had a very bad experience with it. I will not ever take again.,bad experience,Négatif,-0.5423,     Other,69.5,female,4
I have been told that I need to take this drug to prevent paranoia.  However I can not find any indication that this drug has given this effect.  I have trouble standing up from a sitting position.  I also have tremors in my hands.,told need prevent paranoia indication given effect trouble standing sitting position tremors hands,Négatif,-0.5574,     Other,39.5,female,5
I had terrivle side effects with this med panic attacks  anxiety Did not help my depression I would not reccomend this to any one should be taken off the market,terrivle med panic attacks anxiety did help depression reccomend taken market,Négatif,-0.836,     Additional Medications to Treat Depression,49.5,female,3
I have been told that I need to take this drug to prevent paranoia.  However I can not find any indication that this drug has given this effect.  I have trouble standing up from a sitting position.  I also have tremors in my hands.,told need prevent paranoia indication given effect trouble standing sitting position tremors hands,Négatif,-0.5574,     Bipolar I Disorder with Most Recent Episode Mixed,29.5,female,5
